company_name,A money,A date,B money,B date,C money,C date,D money,D date,E money,E date,F money,F date,G money,G date,H money,H date,IPO money,IPO Date,Seed Money,Seed Date,Undisclosed Money,Undisclosed Date,Non series Money,Non Series Date,,
4INFO,,,,,48000000,01/03/05,130000000,01/06/09,290000000,18/08/12,,,,,,,0,0,,,,,08/02/10,128576000,596576000,24/05/09
4Less,,,,,,,,,,,,,,,,,0,0,,,,,01/03/12,1000000,1000000,01/03/12
4Med Centra Medyczne,,,,,,,,,,,,,,,,,0,0,,,,,01/01/08,0,,01/01/08
4meee,,,,,,,,,,,,,,,,,0,0,500000,13/08/14,,,,0,500000,13/08/14
4moms,20000000,09/08/12,80000000,10/09/14,,,,29/09/15,,,,,,,,,0,0,,24/09/05,,,,0,100000000,01/08/12
4PLAT,1785796,19/04/13,,,,,,,,,,,,,,,0,0,,,,,,0,1785796,19/04/13
4SC,,,,,31533951,21/05/03,,,,,,,,,,,0,0,,,,,,0,31533951,21/05/03
4screens,,,,,,,,,,,,,,,,,0,0,,10/03/15,,,,0,,10/03/15
4Soils,,,,,,,,,,,,,,,,,0,0,50000,26/08/13,,,,0,50000,26/08/13
4tell Solutions,,,,,,,,,,,,,,,,,0,0,,,,04/12/14,,0,,04/12/14
4th aspect,,,,,,,,,,,,,,,,,0,0,2333278,21/10/12,,,,0,2333278,21/10/12
4th Office,,,10823868,03/12/14,,,,,,,,,,,,,0,0,,,,,,0,10823868,03/12/14
4tiitoo GmbH,,,,15/11/11,,,,,,,,,,,,,0,0,,,,,,0,,15/11/11
4vets,,,,,,,,,,,,,,,,,0,0,,,,,,0,762500,29/08/13
4wave,,,,,,,,,,,,,,,,,0,0,,,,27/07/04,,0,,27/07/04
4x4 Aviation,,,,,,,,,,,,,,,,,0,0,,,,,,0,95445,01/02/14
5 Million Shoppers,,,,,,,,,,,,,,,,,0,0,15000,07/08/14,,,,0,15000,07/08/14
5 Minutes,3500000,21/12/09,,,,,,,,,,,,,,,0,0,,,,,,0,3500000,21/12/09
5 Screens Media,,,,,,,,,,,,,,,,,0,0,,07/08/14,,,,0,,07/08/14
50 Cubes,,,,,,,,,,,,,,,,,0,0,,,,,01/01/12,0,,01/01/12
500Friends,18000000,14/03/12,15000000,12/03/13,,,,,,,,,,,,,0,0,21000000,12/01/10,,25/04/11,,0,54000000,28/09/10
500Indies,,,,,,,,,,,,,,,,,0,0,100000,01/09/14,,,,0,100000,01/09/14
500px,54375000,02/09/12,65000000,21/07/15,,,,,,,,,,,,,0,0,,,,,,0,119375000,23/05/13
500Shops,,,,,,,,,,,,,,,,,0,0,5000,01/12/13,,,,0,5000,01/12/13
51 Auto,,,,,,,,,,,,,,,,,0,0,,,,,01/06/08,4500000,4500000,01/06/08
51 Qiangzuo,,,,,,,,,,,,,,,,,0,0,,08/08/10,,,,0,,08/08/10
51.com,12000000,01/05/06,60000000,01/07/07,,,,,,,,,,,,,0,0,,,,,17/05/06,12000000,84000000,04/12/06
5173.com,,,12600000,01/01/05,,,,,,,,,,,,,0,0,,,,01/12/07,01/03/04,3000000,15600000,27/04/06
51aiya.com,,,,,,,,,,,,,,,,,0,0,,,,,01/08/13,389673,389673,01/08/13
51credit.com,,01/01/06,20000000,01/07/07,,,,,,,,,,,,,0,0,,,,,,0,20000000,31/12/06
51CTO,,,,,,,,,,,,,,,,,0,0,,,,,23/11/15,32000000,32000000,23/11/15
51edj,,,,,,,,,,,,,,,,,0,0,,,158814,01/03/12,01/12/12,1000000,1158814,16/07/12
51edu,,01/01/06,,01/01/10,,,,,,,,,,,,,0,0,,,,,,0,,01/01/08
51hejia.com,,,20000000,26/07/07,,,,,,,,,,,,,0,0,,,,,,0,20000000,26/07/07
51intern.com íÂäó_Œ±íÂäó_Œ_í_Œ_äóÖ,,,,,,,,,,,,,,,,,0,0,,01/11/10,,,,0,,01/11/10
51Talk,,,20000000,01/12/13,55000000,23/10/14,,,,,,,,,,,0,0,,,,,20/12/11,0,75000000,26/08/13
51tour,,,,04/02/15,,,,,,,,,,,,,0,0,,,,,,0,,04/02/15
51wan,1500000,01/04/08,,01/08/10,,,,,,,,,,,,,0,0,,,,,,0,1500000,21/10/09
51wofang _„æÎË___ï__Ë,5000000,06/07/15,,,,,,,,,,,,,,,0,0,,,,,,0,5000000,06/07/15
51yongche,,,,,,11/04/15,,,,,,,,,,,0,0,,,,,,0,,11/04/15
51Zhangdan,45000000,01/01/13,50000000,05/02/15,,,,,,,,,,,,,0,0,,,,,01/01/12,0,95000000,06/01/13
5211game,,,,,,,,,,,,,,,,,0,0,,,,,01/12/09,1000000,1000000,01/12/09
52masterworks,,,,,,,,,,,,,,,,,0,0,234705,01/05/15,,,,0,234705,01/05/15
55social,,,,,,,,,,,,,,,,,0,0,,,,,01/11/11,6000000,6000000,01/11/11
55tuan.com,800000000,01/07/11,,,,,,,,,,,,,,,0,0,,,,,,0,800000000,01/07/11
56.com,20000000,01/06/07,120000000,01/12/07,,,,,,,,,,,,,0,0,,,,,,0,140000000,16/10/07
58 Daojia,900000000,12/10/15,,,,,,,,,,,,,,,0,0,,,,,,0,900000000,12/10/15
58.com,5000000,01/02/06,5780000,28/05/08,60000000,01/12/10,55000000,01/01/11,,,,,,,,,0,0,,,,,21/04/10,30000000,155780000,02/07/09
591wed,,,,,,,,,,,,,,,,,0,0,,,,,03/12/13,20000000,20000000,03/12/13
59Saniye,,31/01/13,,,,,,,,,,,,,,,0,0,,,,,,0,,31/01/13
5app,,,,,,,,,,,,,,,,,0,0,5100000,12/06/14,,,,0,5100000,12/06/14
5BARz International,,,,,,,,,,,,,,,,,3500000,40498,,,,,,0,3500000,17/11/14
5by,,,,,,,,,,,,,,,,,0,0,,28/02/13,,,,0,,28/02/13
5DPnP,,,,,,,,,,,,,,,,,0,0,12500,01/12/14,,,,0,12500,01/12/14
5ensesinfood,,,,,,,,,,,,,,,,,0,0,5545992,01/01/13,,,,0,5545992,01/01/13
5gig,,,,,,,,,,,,,,,,,0,0,,,,,10/10/09,2212500,2212500,10/10/09
5M Ventures,,09/07/14,,,,,,,,,,,,,,,0,0,,,,,,0,,09/07/14
5min Media,5000000,01/11/07,15000000,23/07/09,,,,,,,,,,,,,0,0,,,,,,0,20000000,25/12/08
5minutes,,,,,,,,,,,,,,,,,0,0,15873,19/03/12,,,,0,15873,19/03/12
5nine Software,,,,,,,,,,,,,,,,,0,0,,,,,19/11/14,0,,19/11/14
5Rocks,,,,,,,,,,,,,,,,,0,0,3987693,03/03/12,,,,0,3987693,03/03/12
5th Finger,7000000,13/06/08,,,,,,,,,,,,,,,0,0,,,,,,0,7000000,13/06/08
5th Planet Games,,,,,,,,,,,,,,,,,0,0,,,,,16/07/14,6000000,6000000,16/07/14
5to1,,,,,,,,,,,,,,,,,0,0,,,,,06/12/09,24104520,24104520,06/12/09
60Frames Entertainment,3500000,02/08/07,,,,,,,,,,,,,,,0,0,,,,,,0,3500000,02/08/07
60mo,1000000,19/01/11,,,,,,,,,,,,,,,0,0,400000,29/06/09,,,,0,1400000,04/01/10
64 Pixels,,,,,,,,,,,,,,,,,0,0,,,,,01/10/10,100000,100000,01/10/10
640 Labs,,,,,,,,,,,,,,,,,0,0,,,,,,0,350000,20/08/14
66. com,,,,,,,,,,,,,,,,,0,0,,,,,01/11/09,0,,01/11/09
6connect,3019139,17/06/12,,,,,,,,,,,,,,,0,0,,,,,,0,3019139,17/06/12
6EP,,,,,,,,,,,,,,,,,0,0,,,,,01/07/14,0,,01/07/14
6fusion,3000000,23/08/10,14000000,22/08/11,,,,,,,,,,,,,0,0,,,,,,0,17000000,22/04/11
6N Silicon,11428571.43,14/07/07,,,,,,,,,,,,,,,0,0,,,,,,0,11428571.43,14/07/07
6px,,,,,,,,,,,,,,,,,0,0,,21/03/14,,,,0,,21/03/14
6Qube,,,,,,,,,,,,,,,,,0,0,,,,,,0,100000,29/10/14
6renyou.com,2000000,01/01/14,,01/08/14,,,,,,,,,,,,,0,0,,,,,,0,2000000,12/03/14
6Rooms,8000000,01/11/06,45000000,01/12/07,11500000,01/01/12,,,,,,,,,,,0,0,,,,,,0,64500000,27/03/08
6Scan,,,,,,,,,,,,,,,,,0,0,,,,30/11/12,,0,,30/11/12
6sense,36000000,20/05/14,60000000,19/02/15,,,,,,,,,,,,,0,0,,18/04/13,,,,0,96000000,20/07/14
6SensorLabs,,,,,,,,,,,,,,,,,0,0,24000000,11/09/14,,,12/09/14,4000000,28000000,11/09/14
6sicuro.it,,,,,,,,,,,,,,,,,0,0,,,,,14/03/12,3134880,3134880,14/03/12
6th Sense Analytics,10000000,31/01/07,,,,,,,,,,,,,,,0,0,,,,,11/11/05,1700000,11700000,04/09/06
6Tribes,,,,,,,,,,,,,,,,,0,0,475855,10/11/14,,,,0,475855,10/11/14
6Waves,,,,,,,,,,,,,,,,,0,0,,,,,29/01/11,87677856,87677856,29/01/11
6Wunderkinder / Wunderlist,8400000,16/11/11,57000000,12/11/13,,,,,,,,,,,,,0,0,,01/06/11,,,,0,65400000,05/08/12
7 Billion People,,,,,,,,,,,,,,,,,0,0,3800000,09/02/09,,,,0,3800000,09/02/09
7 Cups of Tea,,,,,,,,,,,,,,,,,0,0,,06/04/13,,,,0,,06/04/13
7 Elements Studios,,,,,,,,,,,,,,,,,0,0,300000,14/11/13,,,,0,300000,14/11/13
7 Star Entertainment,,,,,,,,,,,,,,,,,0,0,,,,,14/07/10,10000000,10000000,14/07/10
7-bites,,,,,,,,,,,,,,,,,0,0,590000,27/06/13,,,,0,590000,27/06/13
700Bike,45000000,26/03/15,,,,,,,,,,,,,,,0,0,,,,,,0,45000000,26/03/15
71lbs,,,,,,,,,,,,,,,,,0,0,225000,13/08/12,,,15/12/12,2000000,2225000,14/10/12
72xuan,,,,,,,,,,,,,,,,,0,0,,,,,01/01/11,0,,01/01/11
7AC Technologies,,,4500000,25/07/12,,,,,,,,,,,,,0,0,,,,,,0,4960000,03/04/12
7billionideas,,,,,,,,,,,,,,,,,0,0,,,,,,0,47570,07/04/12
7digital,16936656.9,01/01/08,,,,,,,,,,,,,,,0,0,,,,01/09/05,,0,16936656.9,23/03/07
7fgame,,01/12/09,,,,,,,,,,,,,,,0,0,,,,,,0,,01/12/09
7k7k.com,,,,10/10/12,,,,,,,,,,,,,0,0,,,,,01/05/10,2273096,2273096,22/02/11
7Park Data,3000000,26/08/15,,,,,,,,,,,,,,,0,0,,,,,,0,3000000,26/08/15
7Road,,01/05/09,3989751,01/02/10,,01/01/11,,,,,,,,,,,0,0,,,,,,0,3989751,20/02/10
7signal Solutions,3600000,11/05/12,12000000,15/10/13,,,,,,,,,,,,,0,0,,,,,11/07/13,750000,16350000,21/06/13
7Summits,,01/05/14,,,,,,,,,,,,,,,0,0,,,,19/12/13,,0,,23/02/14
7TM Pharma,,,,,,,154000000,12/06/07,,,,,,,,,0,0,,,,,,0,154000000,12/06/07
7write,,,,,,,,,,,,,,,,,0,0,769260,04/06/13,,,,0,769260,04/06/13
8 Inc.,,,,,,,,,,,,,,,,,0,0,1400000,01/07/13,,,,0,1400000,01/07/13
8 Securities,32000000,04/01/12,36000000,02/08/14,,,,,,,,,,,,,0,0,,,,,,0,68000000,18/04/13
80 Degrees West,,,,,,,,,,,,,,,,,0,0,25000,24/11/09,,,,0,25000,24/11/09
80/20 Solutions,,,,,,,,,,,,,,,,,0,0,,,,,07/08/09,2100000,2100000,07/08/09
800.COM,,,,,513000000,30/11/99,,,,,,,,,,,0,0,,,,,12/06/01,120000000,633000000,11/07/00
800APP,,08/11/08,,21/09/11,,,,,,,,,,,,,0,0,,,,,,0,,15/04/10
8020 Media,,,,,,,,,,,,,,,,,0,0,,01/01/06,,,,0,,01/01/06
8020select,,,,,,,,,,,,,,,,,0,0,25000,09/05/12,,,,0,25000,09/05/12
850 Sports News Digest,,,,,,,,,,,,,,,,,0,0,500000,23/03/15,,,,0,500000,23/03/15
88 Famibio,,,,,,,,,,,,,,,,,0,0,,01/07/12,,,,0,,01/07/12
88tc88,,,,,,,,,,,,,,,,,0,0,,,,21/05/12,,0,,21/05/12
89 Bits Entertainment Studio,,,,,,,,,,,,,,,,,0,0,,,,,,0,55398,01/05/14
8aweek,,,,,,,,,,,,,,,,,0,0,,02/03/08,,,,0,,02/03/08
8bit,,,,,,,,,,,,,,,,,0,0,800000,12/06/14,,,,0,800000,12/06/14
8D World,14000000,01/03/08,,,,,,,,,,,,,,,0,0,,,,,,0,14000000,01/03/08
8digits,,28/11/13,,,,,,,,,,,,,,,0,0,,01/06/12,,,,0,,28/02/13
8fit - Fitness for the rest of us,,,,,,,,,,,,,,,,,0,0,200000,30/06/14,,,31/08/15,5000000,5200000,10/04/15
8hands,,,,,,,,,,,,,,,,,0,0,3000000,01/01/08,,,,0,3000000,01/01/08
8i,229500000,14/10/15,,,,,,,,,,,,,,,0,0,981680.9311,07/08/14,,,,0,230481680.9,19/09/15
8minutenergy Renewables,,,,,,,,,,,,,,,,,0,0,,,,,17/06/14,30000000,30000000,17/06/14
8th Story,,,,,,,,,,,,,,,,,0,0,,01/08/13,,,,0,,01/08/13
8thBridge,5000000,25/01/10,20000000,21/03/11,,,,,,,,,,,,,0,0,,,,,,0,25000000,01/11/10
8tracks Radio,,,,,,,,,,,,,,,,,0,0,6000000,26/10/12,,,28/08/14,1279980,9779980,24/07/13
8Trip,,,,,,,,,,,,,,,,,0,0,,,,,13/11/13,49200000,49200000,13/11/13
8villages,,,,,,,,,,,,,,,,,0,0,,,,,,0,150000,01/12/13
8WOOD,,,,,,,,,,,,,,,,,0,0,,05/05/15,,,,0,,05/05/15
9+ Program,,,,,,,,,,,,,,,,,0,0,,,2500000,03/09/13,,0,2500000,03/09/13
908 Devices,40500000,05/09/12,28000000,27/08/13,58000000,06/05/15,,,,,,,,,,,0,0,,,,,,0,126500000,28/11/13
909c,,,,,,,,,,,,,,,,,0,0,,,,,05/07/13,1292301,1292301,05/07/13
90min,,,,,,,,,,,,,,,,,0,0,,,,,18/09/14,125600000,125600000,18/09/14
91 Boyuan Wireles,,,,,,,,,,,,,,,,,0,0,,,,,01/12/11,40000000,40000000,01/12/11
91 Wireless,,,,,,,,,,,,,,,,,0,0,,,,,01/12/11,90000000,90000000,01/12/11
911 View,,,,,,,,,,,,,,,,,0,0,45000,01/06/12,,,,0,45000,01/06/12
915 Labs LLC,,,,,,,,,,,,,,,,,0,0,,,,,,0,,20/11/14
9158 Julur.com,,,,,,,,,,,,,,,,,0,0,,,,,01/12/10,4502251,4502251,01/12/10
91App,45000000,24/03/15,,,,,,,,,,,,,,,0,0,,,,,,0,45000000,24/03/15
91datong.com,,,,,,,,,,,,,,,,,0,0,,,,,01/03/11,63590263,63590263,01/03/11
91JinRong,29370000,01/10/13,30000000,16/06/14,,,,,,,,,,,,,0,0,,,,,01/10/11,0,59370000,07/10/13
91Mobiles,,,,,,,,,,,,,,,,,0,0,1000000,29/10/14,,,,0,1000000,29/10/14
99.co,,,,,,,,,,,,,,,,,0,0,6000000,21/07/14,,,,0,6000000,21/07/14
99Bill,4000000,12/08/05,45150000,26/04/06,,,,,,,,,,,,,0,0,,,,,,0,49150000,13/01/06
99chairs,,,,,,,,,,,,,,,,,0,0,,24/02/15,,,,0,,24/02/15
99cloud,,,,,,,,,,,,,,,,,0,0,,,,,17/09/15,0,,17/09/15
99degrees Custom,,,,,,,,,,,,,,,,,0,0,,,,,07/11/14,400000,500000,04/05/14
99designs,140000000,28/04/11,20000000,15/04/15,,,,,,,,,,,,,0,0,,,,,,0,160000000,22/08/12
99dresses,,,,,,,,,,,,,,,,,0,0,105651,30/03/12,,01/06/12,,0,105651,16/05/12
99Gamers,,,,,,,,,,,,,,,,,0,0,100000,01/11/14,,,,0,100000,01/11/14
99Games Online Private Limited,,,,17/04/15,,,,,,,,,,,,,0,0,,,,,,0,,17/04/15
99inn.cc,,,,,,,,,,,,,,,,,0,0,,,,,01/08/12,150000000,150000000,01/08/12
99motos,,,,,,,,,,,,,,,,,0,0,442943,19/08/14,,,,0,442943,19/08/14
99Presents,,,,,,,,,,,,,,,,,0,0,20000,01/09/12,,,,0,20000,01/09/12
99taojin.com,,,,,,,,,,,,,,,,,0,0,,,,,01/01/11,7575757,7575757,01/01/11
99Taxis,,02/02/15,75000000,08/04/15,,,,,,,,,,,,,0,0,,05/07/13,,,,0,75000000,05/10/14
99tests,,,,,,,,,,,,,,,,,0,0,,,,,22/07/13,100000,100000,22/07/13
99times.cn,,23/08/10,,,,,,,,,,,,,,,0,0,,,,,,0,,23/08/10
9Cookies,,,,,,,,,,,,,,,,,0,0,,18/04/13,,,,0,,18/04/13
9DIAMOND,28800000,01/01/08,,,,,,,,,,,,,,,0,0,,,,,,0,28800000,01/01/08
9flats,,,,,,,,,,,,,,,,,0,0,,,,12/01/12,,0,,12/01/12
9GAG,,,,,,,,,,,,,,,,,0,0,19600000,05/06/12,,,,0,19600000,05/06/12
9Lenses,9300000,10/10/13,,,,,,,,,,,,,,,0,0,,,,,,0,9300000,10/10/13
9Mile Labs,,,,,,,,,,,,,,,,,0,0,,,5400000,04/11/13,,0,5400000,04/11/13
9sky.com,,,,,,,,,,,,,,,,,0,0,,,,,15/02/08,10000000,10000000,15/02/08
9SLIDES,,,,,,,,,,,,,,,,,0,0,1000000,30/05/13,,,,0,1425000,11/07/13
9th Dimension Biotech,,,,,,,,,,,,,,,,,0,0,,,,,18/08/15,0,,18/08/15
9tong.com,,,,,,,,,,,,,,,,,0,0,,15/07/11,,,01/05/12,0,,20/10/11
9You,,,,,,,,,,,,,,,,,0,0,,,,,20/03/08,100000000,100000000,20/03/08
A Bit Lucky,,,,,,,,,,,,,,,,,0,0,,,,,25/03/11,46272618,61872618,18/09/10
A Break Please,,,,,,,,,,,,,,,,,0,0,,,,,21/04/13,0,,21/04/13
A Crowd of Monsters,,,,,,,,,,,,,,,,,0,0,,,,,01/12/14,1680744,1680744,01/12/14
A Curated World,,,,,,,,,,,,,,,,,0,0,50000,01/04/12,,,,0,50000,01/04/12
A Fourth Act,,,,,,,,,,,,,,,,,0,0,,03/09/14,,,,0,,03/09/14
A la Mobile,,,10800000,01/10/07,,,,,,,,,,,,,0,0,,,,,,0,10800000,01/10/07
A Little Easier Recovery,,,,,,,,,,,,,,,,,0,0,50000,30/10/13,,,,0,50000,30/10/13
A LITTLE WORLD,,,12820000,09/09/08,,,,,,,,,,,,,0,0,,,,,,0,12820000,09/09/08
A Plus,,,,,,,,,,,,,,,,,0,0,,,,,,0,7000000,19/03/15
A Smarter City,,,,,,,,,,,,,,,,,0,0,15000,05/03/11,,,,0,15000,05/03/11
A Star Pets,,,,,,,,,,,,,,,,,0,0,,,,,,0,569355,01/10/14
A Tale Unfolds,,,,,,,,,,,,,,,,,0,0,42183,01/08/14,,,,0,42183,01/08/14
A-76 Technologies,10000000,23/02/15,,,,,,,,,,,,,,,0,0,,,,,,0,10000000,23/02/15
A-Gas,,,,,,,,,,,,,,,,,0,0,,,,,21/04/11,115837966,115837966,21/04/11
A-Max Technology,60000000,01/06/05,,,,,,,,,,,,,,,0,0,,,,,,0,60000000,01/06/05
A-STAR,,,,,,,,,,,,,,,,,0,0,,04/07/12,,,,0,,04/07/12
A-TEX,,,,,,,,,,,,,,,,,0,0,,,,07/09/12,,0,,07/09/12
A.D.A.M INC,,,,,,,,,,,,,,,,,0,0,,,,,31/01/00,6000000,6000000,31/01/00
A's Child,,,,,,,,,,,,,,,,,0,0,43138,21/11/13,,,,0,43138,21/11/13
íîasys,,,,,,,,,,,,,,,,,0,0,18192,01/01/15,,,,0,18192,01/01/15
A&A Manufacturing,,,,,,,,,,,,,,,,,0,0,,,,,29/08/14,110000000,110000000,29/08/14
A&G Pharmaceutical,6000000,08/09/05,,,,,,,,,,,,,,,0,0,,,,,,0,6000000,08/09/05
A&L Technology,5000000,22/01/15,,,,,,,,,,,,,,,0,0,,,,,,0,5000000,22/01/15
ÛÁnovatiff Reklam ve TanÛ±tÛ±m Hizmetleri Tic,,,,,,,,,,,,,,,,,0,0,,,,,,0,14851,01/10/13
A+ Network,,,,,,,,,,,,,,,,,0,0,,,,14/04/94,,0,,14/04/94
A1 Software Group Inc (Selly Automotive),,,,,,,,,,,,,,,,,0,0,20000,14/10/14,,,,0,20000,14/10/14
A10 Networks,24000000,01/01/05,36000000,13/11/06,92000000,14/07/08,,,,,,,,,,,0,0,,,,,03/10/13,80000000,232000000,03/05/07
A123 Systems,,,30000000,01/02/06,,,240000000,01/10/07,138000000,13/04/09,,,,,,,0,0,,,,,,0,657000000,07/01/08
A2T2,,,,,,,,,,,,,,,,,0,0,,21/01/14,,,,0,,21/01/14
A4 Data,,,,,,,,,,,,,,,,,0,0,,01/04/13,,,,0,,01/04/13
A4 Data Technology Inc,,,,,,,,,,,,,,,,,0,0,,,,,01/05/13,0,,01/05/13
A4C,,,,,,,,,,,,,,,,,0,0,1000000,14/01/14,,,,0,1000000,14/01/14
A4Vision,,,,,,,,,,,,,,,,,0,0,,,,,08/03/05,0,,08/03/05
A8 Digital Music,30000000,01/10/04,80000000,08/12/05,,,,,,,,,,,,,0,0,,,,,,0,110000000,12/09/05
AA Carpooling Website,,,,,,,,,,,,,,,,,0,0,,,,01/10/13,,0,,01/10/13
AA Party,,,,,,,,,,,,,,,,,0,0,,,,,01/02/14,16474,16474,01/02/14
AAC Technologies Holdings,,,,10/11/04,,,,,,,,,,,,,0,0,,,,,,0,,10/11/04
Aarden Pharmaceuticals,,,,,,,,,,,,,,,,,0,0,500000,03/01/11,,,,0,500000,03/01/11
Aardvark,47250000,01/10/08,,,,,,,,,,,,,,,0,0,,,,,01/01/07,2250000,49500000,24/04/08
Aarki,,08/03/12,,,,,,,,,,,,,,,0,0,,,,09/11/12,,0,,04/07/12
Aarohi communication,,,24000000,06/12/02,,,,,,,,,,,,,0,0,,,,,15/08/02,6000000,30000000,21/10/02
Aasaanjobs,,,,,,,,,,,,,,,,,0,0,3200000,28/01/15,,,,0,3200000,28/01/15
Aasonn,,,,,,,,,,,,,,,,,0,0,,,,,04/06/14,20000000,20000000,04/06/14
Aastrom Biosciences,,,,,,,,,,,,,,,,,0,0,,,,,09/03/12,40000000,40000000,09/03/12
AAT Communications,,,,,,,,,,,,,,,,,0,0,,,,,14/11/03,720000000,720000000,14/11/03
aaTag,,,,,,,,,,,,,,,,,0,0,,,,,30/10/12,342457,342457,30/10/12
Aava Mobile,,,,,,,,,,,,,,,,,0,0,,,,,03/06/09,4260000,4260000,03/06/09
AAVLife,24000000,15/04/14,,,,,,,,,,,,,,,0,0,,,,,,0,24000000,15/04/14
Aavya Health,,,,,,,,,,,,,,,,,0,0,,01/08/12,,,,0,,01/08/12
AB Microfinance Bank Nigeria,,,,,,,,,,,,,,,,,0,0,,,,,,0,4900000,19/02/14
AB Tasty,,,,,,,,,,,,,,,,,0,0,2825668,23/09/14,,,,0,2825668,23/09/14
ABA English,,,,,,,,,,,,,,,,,0,0,,,,,29/07/14,3356695,3356695,29/07/14
Abacus,,,,,,,,,,,,,,,,,0,0,45500000,07/10/14,,,,0,45500000,07/10/14
Abacus e-Media,,,,,,,,,,,,,,,,,0,0,,,,,01/08/13,3409315,3409315,01/08/13
Abacuz Limited,,,,,,,,,,,,,,,,,0,0,,,41250,01/01/14,,0,41250,01/01/14
Abaxia,3540000,08/11/05,,,,,,,,,,,,,,,0,0,,,,,,0,3540000,08/11/05
abaXX Technology,,,,,,,13620000,09/03/06,,,,,,,,,0,0,,,,,,0,13620000,09/03/06
Abazab,,,,,,,,,,,,,,,,,0,0,,,,,05/05/06,20500000,20500000,05/05/06
Abbey Pharma,,,,,,,,,,,,,,,,,0,0,,,,,11/08/14,3355282,3355282,11/08/14
AbbeyPost,,,,,,,,,,,,,,,,,0,0,525000,21/04/14,,,,0,625000,17/03/14
ABBYY Language Services,,,,,,,,,,,,,,,,,0,0,,,,,,0,375000,26/09/12
ABC Data,,,,,,,,,,,,,,,,,0,0,,,,,01/01/07,0,,01/01/07
AbCelex Technologies,2000000,28/04/14,,,,,,,,,,,,,,,0,0,,,,,,0,2000000,28/04/14
Abcellute,,,,,,,,,,,,,,,,,0,0,,,1611816,21/09/07,,0,1611816,21/09/07
Abcodia,,,41295335,18/05/15,,,,,,,,,,,,,0,0,,,1622347,25/05/11,02/07/14,326491,43244173,29/08/14
Abe's Market,6800000,10/02/11,25000000,17/01/13,,,,,,,,,,,,,0,0,,29/06/10,,,07/02/14,50000000,87036000,18/10/12
AbeBooks,,,,,,,,,,,,,,,,,0,0,,,,,01/09/03,0,,01/09/03
ABEJA,,04/12/14,,,,,,,,,,,,,,,0,0,,29/04/14,,,,0,,24/05/14
abeo,,,,,,,,,,,,,,,,,0,0,,,,,30/11/11,2012700,2012700,30/11/11
Abeome Corporation,,,,,,,,,,,,,,,,,0,0,,31/10/07,,,,0,,31/10/07
Abeona Therapeutics,,,,,,,,,,,,,,,,,0,0,,,,,28/07/15,8500000,8500000,28/07/15
ABILITY Network,,,,,54000000,17/05/11,,,,,,,,,,,0,0,,,,,23/12/06,556000000,610000000,11/03/10
AbilTo,3000000,14/05/13,18000000,18/03/14,48000000,09/06/15,,,,,,,,,,,0,0,,,,,,0,69000000,19/09/14
Abine,12934566,12/07/11,,,,,,,,,,,,,,,0,0,,,,,,0,12934566,12/07/11
Abingdon Health,,,,,,,,,,,,,,,,,0,0,,,,,11/11/13,9481509,9481509,11/11/13
aBioBot,,,,,,,,,,,,,,,,,0,0,100000,03/02/15,,,,0,100000,03/02/15
Abiogenix,,,,,,,,,,,,,,,,,0,0,,15/08/12,,,,0,,15/08/12
Abios Gaming,,,,,,,,,,,,,,,,,0,0,,16/02/15,,,,0,,16/02/15
Abiquo Group,5920000,17/02/10,30000000,30/11/10,,,,,,,,,,,,,0,0,,,,,05/12/12,21800800,59080800,26/03/11
aBIZinaBOX,,,,,,,,,,,,,,,,,0,0,500000,08/10/08,,,,0,500000,08/10/08
ABK Biomedical,,,,,,,,,,,,,,,,,0,0,,15/09/12,,,,0,,15/09/12
Ablation Frontiers,,,,,152600000,17/07/07,,,,,,,,,,,0,0,,,,,,0,152600000,17/07/07
Ablative Solutions,5300000,19/06/12,19150154,04/02/14,,,,,,,,,,,,,0,0,,,,,,0,32450154,21/06/13
Able Device,,,,,,,,,,,,,,,,,0,0,50000,27/08/12,,,,0,50000,27/08/12
Able Lending,136000000,29/12/13,,,,,,,,,,,,,,,0,0,,,,,12/12/11,1500000,137500000,01/12/13
AbleCloud,,,,,,,,,,,,,,,,,0,0,,15/08/14,,,,0,,15/08/14
Ablexis,24000000,04/06/10,,,,,,,,,,,,,,,0,0,,,,,,0,24000000,04/06/10
ablio,,,,,,,,,,,,,,,,,0,0,250000,15/01/15,,,,0,250000,15/01/15
Abloomy,6000000,01/02/14,,,,,,,,,,,,,,,0,0,,,,,,0,6000000,01/02/14
Ablynx,,,180000000,06/04/04,400000000,23/08/06,,,,,,,,,,,0,0,,,,,25/09/02,14696850,594696850,10/02/05
ABO Data,,,,,,,,,,,,,,,,,0,0,2000000,01/01/79,,,,0,2000000,01/01/79
ABODO,3750000,30/07/14,1846000,27/04/15,,,,,,,,,,,,,0,0,670000,02/04/13,,,,0,6266000,07/04/14
Abound Solar,,,,,,,,,,,,,,,,,0,0,,,,,15/12/10,440000000,840000000,12/11/10
About GlamourRent GmbH,,,,,,,,,,,,,,,,,0,0,,12/11/12,,,,0,,12/11/12
about.me,22700000,05/02/13,55000000,10/06/14,,,,,,,,,,,,,0,0,,,,,,0,77700000,04/11/13
aboutLife,3000000,30/09/15,,,,,,,,,,,,,,,0,0,,,,,,0,3000000,30/09/15
AboutOne,1800000,01/12/11,,,,,,,,,,,,,,,0,0,45400,18/06/14,,,,0,1845400,10/03/13
