company_name,A money,A date,B money,B date,C money,C date,D money,D date,E money,E date,F money,F date,G money,G date,H money,H date,IPO money,IPO Date,Seed Money,Seed Date,Undisclosed Money,Undisclosed Date,Non series Money,Non Series Date,,
Uncover,,,,,,,,,,,,,,,,,0,0,3000000,02/02/15,,,,0,3000000,02/02/15
Uncovet,,,,,,,,,,,,,,,,,0,0,5200000,21/05/13,,,,0,5200000,21/05/13
Undagrid,,,,,,,,,,,,,,,,,0,0,16876,27/02/15,,,,0,16876,27/02/15
Under.me,,,,,,,,,,,,,,,,,0,0,,,,,01/01/12,1000000,1000000,01/01/12
UnderCovers,,,,,,,,,,,,,,,,,0,0,,06/08/15,,,,0,,06/08/15
Underground Cellar,,,,,,,,,,,,,,,,,0,0,1000000,18/09/14,,,,0,1000000,18/09/14
Underground Solutions,,,,,30000000,24/07/14,,,,,,,,,,,0,0,,,,,,0,30000000,24/07/14
Understory,,,,,,,,,,,,,,,,,0,0,7668000,14/11/13,,,,0,7668000,14/11/13
Undertone,80000000,31/03/08,,,,,,,,,,,,,,,0,0,,,,,,0,80000000,31/03/08
Underwater Optical Technologies,,,,,,,,,,,,,,,,,0,0,,,,,,0,63968,25/09/14
Undeveloped,,,,,,,,,,,,,,,,,0,0,,,,,,0,400000,29/05/15
Undo Software,2000000,21/04/15,,,2500000,29/04/14,,,,,,,,,,,0,0,,,,27/05/12,,0,4500000,01/02/14
Unemployment-Extension.Org,,,,,,,,,,,,,,,,,0,0,400000,15/07/11,,,,0,400000,15/07/11
UnFlete.com,,,,,,,,,,,,,,,,,0,0,40000,01/06/14,,,,0,40000,01/06/14
Unfold,,,,,,,,,,,,,,,,,0,0,150000,20/01/12,,,,0,150000,20/01/12
UNFRAUD,,,,,,,,,,,,,,,,,0,0,100000,26/05/15,,,,0,100000,26/05/15
Ungalli,,,,,,,,,,,,,,,,,0,0,15000,01/01/14,,,,0,15000,01/01/14
Uni-Power Group,,,,,,,,,,,,,,,,,0,0,,,,,20/01/09,26018517,26018517,20/01/09
Uni2,,,,,,,,,,,,,,,,,0,0,,,,,03/06/14,83751,83751,03/06/14
UNI5,,,,,358804,01/08/01,,,,,,,,,,,0,0,,,,,,0,358804,01/08/01
Unica,,,,,,,,,,,,,,,,,0,0,,,,,29/11/99,13500000,13500000,29/11/99
Unicommerce eSolutions Pvt. Ltd.,,,,,,,,,,,,,,,,,0,0,,,,,07/11/14,10000000,10000000,07/11/14
Unicon,,,,,,,,,,,,,,,,,0,0,1000000,12/09/13,,,,0,1000000,12/09/13
Unicotrip,,,,,,,,,,,,,,,,,0,0,20000,19/11/13,,,,0,20000,19/11/13
Unidesk,,,24100002,21/01/10,,,,,,,,,,,,,0,0,,,,,17/05/12,18000000,42100002,20/03/11
Unidesq Platform,,,,,,,,,,,,,,,,,0,0,,01/02/15,,,,0,,01/02/15
Unidym,,,,,,,,,,,,,,,,,0,0,,,,03/12/08,,0,,03/12/08
UNIFi Software,20000000,28/09/15,,,,,,,,,,,,,,,0,0,9000000,11/12/14,,,,0,29000000,05/05/15
Unified,28000000,07/06/12,120000000,10/09/15,,,,,,,,,,,,,0,0,,,,,,0,158000000,05/10/14
Unified Color,,,,,,,,,,,,,,,,,0,0,,01/01/10,,,,0,,01/01/10
Unified Computer Intelligence Corporation,,,,,,,,,,,,,,,,,0,0,,,,,02/03/14,990990,990990,02/03/14
Unified Inbox,,,,,,,,,,,,,,,,,0,0,,,30000000,19/08/11,,0,30000000,19/08/11
Unified Office,,,,,,,,,,,,,,,,,0,0,,,,18/08/14,,0,,18/08/14
Unified People,,,,,,,,,,,,,,,,,0,0,,,,,01/01/09,0,,01/01/09
Unifyo,,,,,,,,,,,,,,,,,0,0,,09/08/12,,,,0,,09/08/12
Unifysquare,,,52664857,02/08/15,,,,,,,,,,,,,0,0,,,,,,0,52664857,02/08/15
Unigo,3000000,26/10/09,4800000,01/07/12,,,,,,,,,,,,,0,0,,,,,,0,7900000,29/06/11
Uniken Systems,4853100,23/01/14,,,,,,,,,,,,,,,0,0,,,,,08/05/15,1880519.03,6733619.03,15/09/14
UniKey Technologies,110000000,15/04/15,,,,,,,,,,,,,,,0,0,1100000,22/06/12,,,,0,113250000,12/10/14
Unikrn,49000000,30/06/15,,,,,,,,,,,,,,,0,0,9000000,09/02/15,,,,0,58000000,18/05/15
Unilend,,,,,,,,,,,,,,,,,0,0,,,,,19/03/15,25704600,25704600,19/03/15
Unilife Corporation,,,,,,,,,,,,,,,,,70000000,40353,,,,,,0,70000000,25/06/14
Unilog,,,,,,,,,,,,,,,,,0,0,,16/09/15,,,,0,,16/09/15
Uninstall.io,,,,,,,,,,,,,,,,,0,0,,,,,16/02/15,0,,16/02/15
Union Bay Networks,,,,,,,,,,,,,,,,,0,0,7400000,15/07/13,,,,0,7400000,15/07/13
Union Biometrica,,,,,,,,,,,,,,,,,0,0,,,,,01/01/00,0,,01/01/00
Union Cast Network Technology,,01/05/08,,01/08/11,,,,,,,,,,,,,0,0,,,,,,0,,15/12/09
Union Optech,,,,,,,,,,,,,,,,,0,0,,,,19/03/12,,0,,19/03/12
Union Spring Pharmaceuticals,5000000,01/10/09,,,,,,,,,,,,,,,0,0,,,,,,0,5000000,01/10/09
Unioncy,,,,,,,,,,,,,,,,,0,0,196090,03/06/13,,,,0,196090,03/06/13
UnionSoft,,,,,,,,,,,,,,,,,0,0,390831.9509,01/07/13,,,,0,390831.9509,01/07/13
UniPay,,,,,,,,,,,,,,,,,0,0,,31/07/12,,,,0,,31/07/12
Uniphore,,13/03/14,,,,,,,,,,,,,,,0,0,,,,,03/06/15,0,,26/05/14
Uniplaces,96000000,03/11/15,,,,,,,,,,,,,,,0,0,18370171,25/10/13,,,,0,114410171,02/04/14
Unique Home Designs,,,,,,,,,,,,,,,,,0,0,,,,,20/04/11,11500000,11500000,20/04/11
Unique Influence,,,,,,,,,,,,,,,,,0,0,,,,,,0,,18/08/12
Unique Microguides,,,,,,,,,,,,,,,,,0,0,575000,01/06/11,,,,0,575000,01/06/11
Unique Property,,,,,,,,,,,,,,,,,0,0,,,,,15/06/11,50000,50000,15/06/11
Unique Solutions,,,,,,,,,,,,,,,,,0,0,,,,,04/05/09,1700000,1700000,04/05/09
Unique Solutions Design,30000000,27/07/11,,,,,,,,,,,,,,,0,0,,,,,,0,30000000,27/07/11
Uniquedu,16480000,17/02/14,94000000,20/11/15,,,,,,,,,,,,,0,0,,,,,,0,110480000,20/04/15
UniqueSound,,,,,,,,,,,,,,,,,0,0,7000000,22/09/15,,,,0,7000000,22/09/15
UniQure,,,,,,,,,,,,,,,,,0,0,,,,,09/07/13,116000000,136000000,05/11/13
Uniregistry,,,,,,,,,,,,,,,,,0,0,,,,,15/12/10,60000000,60000000,15/12/10
Unirisx,,,,,,,,,,,,,,,,,0,0,,,,,10/07/09,15750000,15750000,10/07/09
Unisense FertiliTech,,,,,,,,,,,,,,,,,0,0,,,,,08/03/13,20000000,20000000,08/03/13
UniServity,14100000,07/03/07,,,,,,,,,,,,,,,0,0,,,,,,0,14100000,07/03/07
Unisfair,,,20000000,21/01/08,4000000,24/08/06,,,,,,,,,,,0,0,,,,,28/09/09,6400000,30400000,12/06/08
UniSmart,,,,,,,,,,,,,,,,,0,0,25000,15/04/14,,,,0,25000,15/04/14
Unit Genius,,,,,,,,,,,,,,,,,0,0,,,,,,0,,11/05/15
Unitas Global,11400000,04/02/14,,,,,,,,,,,,,,,0,0,,,,,,0,11400000,04/02/14
Unitask,5000000,10/06/05,,,,,,,,,,,,,,,0,0,,,,,,0,5000000,10/06/05
Unite Technologies,,,,,,,,,,,,,,,,,0,0,,,,,09/09/10,1077803,1077803,09/09/10
Unite Us,21500000,05/08/15,,,,,,,,,,,,,,,0,0,4000000,21/08/13,,,,0,25500000,13/01/15
Uniteam Communication,,,,,,,,,,,,,,,,,0,0,,,,,15/05/08,1750000,1750000,15/05/08
United Allergy Services,,,,,,,,,,,,,,,,,0,0,,,,05/04/12,,0,,05/04/12
United Ambient Media AG,,,,,,,,,,,,,,,,,0,0,,,,01/01/00,,0,,01/01/00
United Capital,,,,,,,,,,,,,,,,,0,0,,,,,21/10/13,114000000,114000000,21/10/13
United Dental Care,,,,,,,,,,,,,,,,,0,0,,,,04/11/93,,0,,04/11/93
United Digital Group,,,,,,,,,,,,,,,,,0,0,,,,,01/06/11,0,,01/06/11
United Dogs and Cats,2011536,11/06/09,,,,,,,,,,,,,,,0,0,,,,,16/04/08,270776,2282312,25/02/09
United Information Technology,,,,,,,,,,,,,,,,,0,0,,,,,01/11/06,10500000,10500000,01/11/06
United Information Technology Co.,101000000,01/08/06,4850000,01/05/07,,,,01/04/11,,,,,,,,,0,0,,,,,08/11/06,10500000,116350000,02/01/08
United LED Corporation,,,,,,,,,,,,,,,,,0,0,,,,,15/12/09,32000000,32000000,15/12/09
United Maps,,29/07/09,,,,,,,,,,,,,,,0,0,,04/11/08,,,,0,,18/02/09
United Mobile,,,,,,,,,,,,,,,,,0,0,,,,,01/01/08,60000000,60000000,01/01/08
United Mobile Apps,2000000,26/04/12,,,,,,,,,,,,,,,0,0,,,,,,0,2000000,26/04/12
United Parents Online Ltd,,,,,,,,,,,,,,,,,0,0,1800000,01/01/10,,,,0,1800000,01/01/10
United Platform Technologies,450000000,04/03/03,,,,,,,,,,,,,,,0,0,,,,,,0,450000000,04/03/03
United Preference,,,,,,,,,,,,,,,,,0,0,,04/04/12,,,,0,,04/04/12
United Prototype,,,,,,,,,,,,,,,,,0,0,,01/03/10,,,,0,,01/03/10
United Screens,,,,,,,,,,,,,,,,,0,0,,23/04/15,,,,0,,23/04/15
United Skin Specialists,,,,,,,,,,,,,,,,,0,0,,,,16/09/15,,0,,16/09/15
United States Artists,,,,,,,,,,,,,,,,,0,0,88000000,01/01/05,,,,0,88000000,01/01/05
United Theological Seminary,,,,,,,,,,,,,,,,,0,0,,,,,,0,250000,09/12/13
United Villages Inc,6000000,30/03/07,,,,,,,,,,,,,,,0,0,,,,,,0,6000000,30/03/07
UnitedHealthcare,,,,,,,,,,,,,,,,,0,0,,,,,07/08/07,580000000,580000000,07/08/07
Unitive,37500000,12/11/15,,,,,,,,,,,,,,,0,0,,,,,,0,37500000,12/11/15
Unitrends,,,32400000,18/01/05,36000000,30/04/08,,,,,,,,,,,0,0,,,,,31/10/13,0,68400000,25/06/07
Unitrio Technology,,,,,,,,,,,,,,,,,0,0,,,,,13/09/10,2200000,2200000,13/09/10
Unitronics Comunicaciones,,,,,,,,,,,,,,,,,0,0,,,,,18/11/08,12010000,12010000,18/11/08
Unitu,,,,,,,,,,,,,,,,,0,0,311392,01/01/15,,,,0,357592,12/12/14
Unity,,,,,,,,,,,,,,,,,0,0,,01/03/15,,,,0,,01/03/15
Unity Physician Partners,,,,,,,,,,,,,,,,,0,0,6006000,01/06/13,,,,0,6006000,01/06/13
Unity Semiconductor,,,,,66000000,19/05/09,,,,,,,,,,,0,0,,,,,,0,66000000,19/05/09
Unity Technologies,16500000,26/10/09,36000000,20/07/11,,,,,,,,,,,,,0,0,,,,14/04/14,,0,52500000,13/03/11
UnityPoint Health,,,,,,,,,,,,,,,,,0,0,,,,,,0,187270,12/02/14
Univa,32000000,01/08/05,40000000,02/05/08,105000000,19/09/05,,,,,,,,,,,0,0,,,,,25/01/11,42000000,219000000,30/09/07
Univercells,,,,,,,,,,,,,,,,,0,0,,,,,23/10/15,3377617.654,3377617.654,23/10/15
Universal Ad,2500000,07/04/05,25500000,10/03/08,,,,,,,,,,,,,0,0,,,,,,0,28000000,17/06/07
Universal Avenue,20000000,01/09/15,,,,,,,,,,,,,,,0,0,2000000,16/06/14,,,,0,22000000,04/06/15
Universal Fuels,,,,,,,,,,,,,,,,,0,0,,,,,,0,235920,02/05/12
Universal Robots,,,,,,,,,,,,,,,,,0,0,,,,01/09/08,,0,,01/09/08
Universal Software,,,,,,,,,,,,,,,,,0,0,,,,,01/01/99,0,,01/01/99
Universe,,,,,,,,,,,,,,,,,0,0,,,,,01/01/13,500000,500000,01/01/13
Universe Media Holdings,,,,,,,,,,,,,,,,,0,0,,,,,14/08/08,58000000,58000000,14/08/08
University Beyond,,,,,,,,,,,,,,,,,0,0,900000,06/10/14,,,,0,900000,06/10/14
University of Arkansas,,,,,,,,,,,,,,,,,0,0,,,,,,0,1400000,24/09/13
"University of California, San Francisco",,,,,,,,,,,,,,,,,0,0,,,,,,0,19450000,28/11/14
University of Connecticut,,,,,,,,,,,,,,,,,0,0,,,7500000,11/10/12,,0,7500000,11/10/12
University of Hawaii at Manoa,,,,,,,,,,,,,,,,,0,0,,,,,,0,956000,15/06/15
University of Maryland,,,,,,,,,,,,,,,,,0,0,,,,,,0,750500000,27/11/13
University of Memphis,,,,,,,,,,,,,,,,,0,0,,,,,,0,2000000,27/07/15
University of Michigan,,,,,,,,,,,,,,,,,0,0,,,1600000,17/02/14,,0,1600000,17/02/14
University of New Brunswick,,,,,,,,,,,,,,,,,0,0,,,,,15/05/14,2000000,2000000,15/05/14
University of New England,,,,,,,,,,,,,,,,,0,0,,,,,,0,10000000,13/08/12
"University of North Carolina, Chapel Hill",,,,,,,,,,,,,,,,,0,0,,,,,,0,10800000,30/06/14
University of North Dakota,,,,,,,,,,,,,,,,,0,0,,,,,,0,16800000,06/08/14
University of Nottingham,,,,,,,,,,,,,,,,,0,0,,,,,,0,47300612,30/01/14
University of Pittsburgh,,,,,,,,,,,,,,,,,0,0,,,,,,0,20000000,18/09/13
"University of Tennessee, Health Sciences Center",,,,,,,,,,,,,,,,,0,0,,,,,,0,1800000,16/09/14
University of Texas Health Science Center at San Antonio,,,,,,,,,,,,,,,,,0,0,,,,,,0,1600000,19/02/14
University of Ulster,,,,,,,,,,,,,,,,,0,0,,,,,,0,477475356,27/02/14
University of Washington,,,,,,,,,,,,,,,,,0,0,,,,,,0,6000000,31/03/15
University Venture Fund,,,,,,,,,,,,,,,,,0,0,,,,,13/01/05,5000000,5000000,13/01/05
UniversityLyfe,,,,,,,,,,,,,,,,,0,0,,,,,,0,500000,01/07/08
UniversityNow,2000000,01/01/12,103800000,21/06/12,114000000,24/09/13,,,,,,,,,,,0,0,,,,,,0,219800000,06/01/13
Universtar Science & Technology,,01/12/07,,01/11/08,3000000,01/04/10,,,,,,,,,,,0,0,,,,,,0,3000000,16/12/08
Univision,,,,,,,,,,,,,,,,,0,0,,,,,,0,500000,07/08/13
Univita Health,,,,,,,,,,,,,,,,,0,0,,,,,,0,40000000,17/03/15
UNjobfinder,,,,,,,,,,,,,,,,,0,0,300000,01/09/15,,,,0,300000,01/09/15
Unkasoft Advergaming,,,,,,,,,,,,,,,,,0,0,1809450,20/07/05,,,19/05/07,1347700,3157150,27/02/06
Unleashed Software,12000000,30/10/13,3500000,16/06/15,,,,,,,,,,,,,0,0,,,,,,0,15500000,27/03/14
UnlockYourBrain,,,,,,,,,,,,,,,,,0,0,,,,,11/11/13,0,,11/11/13
UnLtdWorld,,,,,,,,,,,,,,,,,0,0,510294,15/10/07,,,,0,510294,15/10/07
Unmetric,3200000,13/04/12,11000000,01/09/13,,,,,,,,,,,,,0,0,,,,,,0,14200000,16/03/13
Unnati Silks Pvt Ltd,7000000,01/05/12,,,,,,,,,,,,,,,0,0,,,,,,0,7000000,01/05/12
Unnyhog,,,,,,,,,,,,,,,,,0,0,,15/02/15,,,,0,,15/02/15
Unoceros,,,,,,,,,,,,,,,,,0,0,,01/01/15,,,,0,,01/01/15
Unocoin,,,,,,,,,,,,,,,,,0,0,500000,11/08/14,,,,0,500000,11/08/14
Unomy,,28/03/14,,,,,,,,,,,,,,,0,0,,16/12/12,,,,0,,20/05/13
Unowhy,,,,,,,,,,,,,,,,,0,0,,,,,20/09/10,3660720,3660720,20/09/10
Unplugged LLC,,,,,,,,,,,,,,,,,0,0,,,,,14/09/15,0,,14/09/15
Unreal Brands,,,,,,,,,,,,,,,,,0,0,,,,24/06/12,,0,,24/06/12
unrival,,,,,,,,,,,,,,,,,0,0,164223,20/01/14,,,,0,164223,20/01/14
Unruly,75000000,03/01/12,,,,,,,,,,,,,,,0,0,,,,,,0,75000000,03/01/12
Unscrabble Solutions,,,,,,,,,,,,,,,,,0,0,76252,01/04/15,,,,0,76252,01/04/15
Unsilo,,,,,,,,,,,,,,,,,0,0,1000000,28/01/13,,,,0,1000000,28/01/13
Unsubscribe.com,23100000,21/10/10,,,,,,,,,,,,,,,0,0,,01/05/10,,,,0,23100000,24/09/10
Untangle,21000000,11/12/06,16000000,05/05/08,,,,,,,,,,,,,0,0,,01/03/06,,,,0,37000000,07/05/07
untapt,6100000,21/04/15,,,,,,,,,,,,,,,0,0,,,,,,0,9250000,12/11/14
Unu,,,,,,,,,,,,,,,,,0,0,3577404.221,04/05/15,,,,0,3577404.221,04/05/15
UNUM Therapeutics,36000000,21/10/14,780000000,11/06/15,,,,,,,,,,,,,0,0,,,,,,0,816000000,25/04/15
Unveil Technologies,15000000,28/05/03,,,,,,,,,,,,,,,0,0,,,,,15/06/04,13000000,28000000,06/12/03
Unveillance,,,,,,,,,,,,,,,,,0,0,,,,,01/09/11,0,,01/09/11
UNX,,,,,,,,,,,,,,,,,0,0,,,,08/07/09,21/08/01,4400000,4400000,13/07/08
UNYQ,,,,,,,,,,,,,,,,,0,0,,,,,23/06/14,1050000,1050000,23/06/14
UP,,,,,,,,,,,,,,,,,0,0,,,,,23/04/04,0,,23/04/04
Up & Net,,,2598000,26/01/09,,,,,,,,,,,,,0,0,,,,,,0,2598000,26/01/09
Up My Game,,,,,,,,,,,,,,,,,0,0,242718,13/09/13,,,,0,242718,13/09/13
UP Online,,,,,,,,,,,,,,,,,0,0,,,41250,01/01/14,,0,41250,01/01/14
Up Performa,,,,,,,,,,,,,,,,,0,0,,,,,12/05/15,40000,40000,12/05/15
UP Web Game GmbH,,,,,,,,,,,,,,,,,0,0,,01/03/10,,08/02/11,,0,,16/10/10
upad,,,,,,,,,,,,,,,,,0,0,,01/01/12,,,,0,,01/01/12
Uparenting,,,,,,,,,,,,,,,,,0,0,,,,,29/05/15,0,,29/05/15
uParts,4000000,10/05/13,,,,,,,,,,,,,,,0,0,,,,,,0,4000000,10/05/13
UpCity,,,6000000,16/01/13,,,,,,,,,,,,,0,0,,,,,19/11/14,0,6000000,03/07/13
UpCloo,,,,,,,,,,,,,,,,,0,0,48451,01/10/12,,,,0,48451,01/10/12
UpCompany,,,,,,,,,,,,,,,,,0,0,,,,,25/09/09,17190000,17190000,25/09/09
UpCounsel,30000000,28/07/15,,,,,,,,,,,,,,,0,0,25000000,23/03/14,,,,0,55000000,18/06/14
UpdateLogic,4000000,16/02/06,4000000,07/03/06,,,,,,,,,,,,,0,0,,,,,,0,8000000,25/02/06
Updater,32000000,01/04/14,,,,,,,,,,,,,,,0,0,,,,26/03/13,,0,32000000,16/01/14
UpDown,,,,,,,,,,,,,,,,,0,0,,,,,20/05/08,1750000,1750000,20/05/08
UpDownLeftRight,,,,,,,,,,,,,,,,,0,0,,,,,30/04/15,2025000,2025000,30/04/15
Updox,,,,,,,,,,,,,,,,,0,0,,28/04/09,,,,0,4000000,06/03/12
UpDroid,,,,,,,,,,,,,,,,,0,0,200000,18/07/14,,,,0,200000,18/07/14
UPEK,120000000,17/03/04,,,,,,,,,,,,,,,0,0,,,,,01/10/09,24800000,144800000,04/06/06
Upfront Chromatography,,,,,,,,,,,,,,,,,0,0,,,,,24/09/07,27600000,27600000,24/09/07
Upfront Digital Media,5000000,24/07/10,,04/04/13,,,,,,,,,,,,,0,0,,,,,24/08/10,1550000,6550000,04/04/11
Upkeep Charlie,,,,,,,,,,,,,,,,,0,0,,11/03/13,,,,0,,11/03/13
Upland Software,,,,,,,,,,,,,,,,,0,0,,,,,28/10/10,31376300,31376300,01/06/12
uPlayMe,,22/08/07,,,,,,,,,,,,,,,0,0,,,,,,0,,22/08/07
UpLift,24599997,10/11/14,,,,,,,,,,,,,,,0,0,,,,,,0,24599997,10/11/14
Uplift.io,,,,,,,,,,,,,,,,,0,0,,22/04/13,,,,0,,22/04/13
Uplike,,,,,,,,,,,,,,,,,0,0,133560,01/04/12,,,,0,133560,01/04/12
Uplogix,,,14000000,10/04/06,30000000,22/04/08,,,,,,,,,,,0,0,,,,,,0,44000000,29/06/07
UpMo,,,,,,,,,,,,,,,,,0,0,,,,,17/08/11,5100000,5100000,17/08/11
upmysport,,,,,,,,,,,,,,,,,0,0,1524250,02/06/15,,,,0,1524250,02/06/15
UpNext,3897593,14/03/11,,,,,,,,,,,,,,,0,0,,,,,,0,3897593,14/03/11
Upoc,,,,,20000000,21/07/04,,,,,,,,,,,0,0,,,,,,0,20000000,21/07/04
UpOut,,,,,,,,,,,,,,,,,0,0,3339000,22/05/13,,,01/10/14,0,3339000,23/09/13
UPower,,,,,,,,,,,,,,,,,0,0,170000,08/03/14,,,,0,170000,08/03/14
Upper Street,,,,,,,,,,,,,,,,,0,0,,,1136438,31/03/14,,0,1487693,18/10/14
Uppidy,,,,,,,,,,,,,,,,,0,0,2400000,03/01/13,,,,0,2400000,03/01/13
Upplication,,,,,,,,,,,,,,,,,0,0,,,,,01/09/14,97872,153270,01/07/14
Upptalk,17089650,23/05/12,,,,,,,,,,,,,,,0,0,1421100,22/03/11,,,,0,18510750,06/02/12
UpRace,,,,,,,,,,,,,,,,,0,0,,01/07/10,,,,0,,01/07/10
Uprizer Labs,,,,16/11/04,,,,,,,,,,,,,0,0,,,17750000,12/03/02,,0,17750000,29/06/02
Upshot,,,,,,,,,,,,,,,,,0,0,28000,10/07/13,,,,0,28000,10/07/13
Upside,,,,,,,,,,,,,,,,,0,0,200000,01/10/13,,,14/07/14,9900000,10100000,23/05/14
Upside Commerce,,,,,,,,,,,,,,,,,0,0,,,,,26/08/15,0,,26/08/15
"Upsight, Inc.",9000000,29/06/10,48000000,10/11/11,,,,31/12/13,,,,,,,,,0,0,,,,,09/04/10,8000000,72000000,29/03/11
UpSnap,,,,29/11/06,,,,,,20/11/09,,,,,,,0,0,,,,,,0,,25/05/08
Upstart,41300000,22/04/13,,,140000000,16/07/15,,,,,,,,,,,0,0,10500000,08/08/12,,,,0,191800000,01/08/13
Upstream,,,,,,,,,,,,,,,,,0,0,,,,,27/05/09,15291100,15291100,27/05/09
Upstream Commerce,1250000,28/03/11,,,,,,,,,,,,,,,0,0,,,,22/03/13,05/02/13,6000000,9250000,17/02/13
Upstream Technologies,,,,,,,,,,,,,,,,,0,0,,,,,05/06/04,0,,05/06/04
Upswing,500000,31/12/14,,,,,,,,,,,,,,,0,0,,,,,,0,500000,31/12/14
Uptake,144000000,17/09/11,20000000,18/09/08,,,,,,,,,,,,,0,0,,,,,,0,164000000,18/12/10
Uptake Medical,,,105000000,07/07/10,281814582,13/03/12,,,,,,,,,,,0,0,,,,,,0,386814582,03/06/11
UpTap,,,,,,,,,,,,,,,,,0,0,644999,27/09/12,,,,0,644999,27/09/12
upTAXI,,,,,,,,,,,,,,,,,0,0,,,,,,0,55225,23/04/14
"Uptivity, Inc.",,,,,,,,,,,,,,,,,0,0,,06/09/05,,,20/10/11,6500000,6500000,27/09/08
UpTo,6149997,13/06/13,,,,,,,,,,,,,,,0,0,1750000,01/10/11,,,,0,7899997,07/10/12
upurskill,,,,,,,,,,,,,,,,,0,0,40000,16/12/13,,,,0,40000,16/12/13
Upverter,,,,,,,,,,,,,,,,,0,0,2380952.381,01/07/13,,,,0,2380952.381,01/07/13
Upward Mobility,,,,,,,,,,,,,,,,,0,0,,,,,,0,25000,15/04/09
UpWind Solutions,,,61600000,14/07/09,1000000,09/10/08,,,,,,,,,,,0,0,,,,,,0,62600000,06/05/09
Upwork (formerly Elance-oDesk),18000000,25/04/06,24000000,27/09/06,60000000,04/06/08,60000000,22/03/12,,,,,,,,,0,0,,,,,25/11/14,180000000,342000000,22/07/10
Upworthy,40000000,16/09/13,,,,,,,,,,,,,,,0,0,,,,,16/10/12,12000000,52000000,13/05/13
UQ Communications,,,,,,,,,,,,,,,,,0,0,,,,,07/06/09,43000000,43000000,07/06/09
UQM Technologies,,,,,,,,,,,,,,,,,0,0,,,,,,0,45100000,20/01/10
Urban Airship,6600000,16/02/10,16200000,02/11/10,75500000,07/11/11,232785467,13/05/14,,,,,,,,,0,0,,01/08/10,,,,0,331085467,29/06/12
Urban Cargo,,,,,,,,,,,,,,,,,0,0,,15/08/12,,,,0,,15/08/12
Urban Engines,,,,,,,,,,,,,,,,,0,0,,,,01/05/14,,0,,01/05/14
Urban Ladder,11000000,13/06/13,63000000,15/07/14,250000000,09/04/15,,,,,,,,,,,0,0,,,,,,0,324000000,28/07/14
Urban Leash,,,,,,,,,,,,,,,,,0,0,118000,06/07/15,,,,0,118000,06/07/15
Urban Mapping,,,,,,,,,,,,,,,,,0,0,400000,01/05/06,,,,0,400000,01/05/06
Urban Massage,,,,,,,,,,,,,,,,,0,0,3000000,08/06/15,,,,0,3000000,08/06/15
Urban Matrix,,,,,,,,,,,,,,,,,0,0,,19/04/12,,,,0,,19/04/12
Urban Remedy,15000000,01/01/15,,,,,,,,,,,,,,,0,0,1000000,16/11/12,,,,0,16000000,21/06/14
Urban Times,,,,,,,,,,,,,,,,,0,0,,,,,,0,30000,01/05/10
URBANARA,9250500,02/12/12,,,,,,,,,,,,,,,0,0,,,,01/08/12,,0,9250500,01/11/12
UrbanBound,10000000,06/08/13,,,,,,,,,,,,,,,0,0,,,,,,0,10000000,06/08/13
UrbanClap,20000000,29/06/15,75000000,19/11/15,,,,,,,,,,,,,0,0,6400000,16/04/15,,,,0,101400000,13/07/15
Urbandig Inc.,,,,,,,,,,,,,,,,,0,0,,01/06/11,,,,0,,01/06/11
UrbanIndo,8000000,18/03/13,,,,,,,,,,,,,,,0,0,,,,,,0,8000000,18/03/13
Urbanity Multisol (Didi),,,,,,,,,,,,,,,,,0,0,,,,,09/11/15,300000,300000,09/11/15
UrbanOutsource,,,,,,,,,,,,,,,,,0,0,500000,15/10/15,,,,0,500000,15/10/15
Urbanpixel,,,,,,,,,,,,,,,,,0,0,,,,,05/06/01,0,,05/06/01
UrbanPro,,,,,,,,,,,,,,,,,0,0,2000000,26/05/15,,,,0,2000000,26/05/15
UrbanSitter,24000000,15/10/12,90000000,14/02/14,,,,,,,,,,,,,0,0,,,,,,0,114000000,03/08/13
UrbanStems,,,,,,,,,,,,,,,,,0,0,4500000,09/02/15,,,,0,4500000,09/02/15
UrbanTakeover,,,,,,,,,,,,,,,,,0,0,,02/08/08,,,,0,,02/08/08
Urbasolar,,,,,,,,,,,,,,,,,0,0,,,,,29/09/08,5739600,5739600,29/09/08
Urbem Media,,,,,,,,,,,,,,,,,0,0,,,,,28/08/15,0,,28/08/15
Urbita,,,,,,,,,,,,,,,,,0,0,1325000,21/09/12,,,,0,1325000,21/09/12
UrDoorstep,,28/10/15,,,,,,,,,,,,,,,0,0,,,,,,0,,28/10/15
uReach Technologies,,,5000000,17/11/04,,,,,,,,,,,,,0,0,,,,,,0,5000000,17/11/04
Urge,,,,,,,,,,,,,,,,,0,0,,10/02/12,,,,0,,10/02/12
Urgent Career,,09/10/09,,,,,,,,,,,,,,,0,0,,,,,,0,,09/10/09
Urgent.ly,21000000,29/09/15,,,,,,,,,,,,,,,0,0,1020000,17/04/14,,,,0,25620000,08/01/15
UrgentRx,,,10800000,02/04/13,,,,,,,,,,,,,0,0,,,,,,0,10800000,02/04/13
UrGift,,,,,,,,,,,,,,,,,0,0,49934,01/07/12,,,,0,203313,15/11/12
Urjanet,4400000,02/08/11,20000000,16/10/12,,,,,,,,,,,,,0,0,,,,,,0,24400000,12/06/12
Urjas,,,,,,,,,,,,,,,,,0,0,100000,27/03/15,,,,0,100000,27/03/15
